Order Type,Row Count,Organization,Order Number,Status,Shipping Type,Created At,In Fulfillment Date,Serial Number,Missing Charger?,Recipient Country,Tracking Number,Order Item Number,Asset Number,Depot Vendor,Items,Shipped Date,In Return Date,Pending Return Date,Completed Date
Deployment,163,Simulations Plus,93935-1-SIMU,COMPLETE,2 Day,10/24/2025,10/24/2025,7JVZ674,,United States,394628630000,93935-1-1-SIMU,71716,ZONES,1,2025-10-25 02:26:16,,,2025-10-26 12:26:45
Deployment,163,Collective,93914-1-COLL,COMPLETE,Standard,10/24/2025,10/24/2025,F2FT779WCV,,United States,394628269021,93914-1-1-COLL,83458,ZONES,1,2025-10-25 02:26:15,,,2025-10-27 12:27:34
Deployment,163,Collective,93910-1-COLL,COMPLETE,Standard,10/24/2025,10/24/2025,HPQXVG7W77,Missing Charger,United States,394628705458,93910-1-1-COLL,97171,ZONES,1,2025-10-25 02:25:15,,,2025-10-29 13:27:03
Deployment,163,Collective,93908-1-COLL,COMPLETE,Standard,10/24/2025,10/24/2025,GHM7H574PD,,United States,394628178619,93908-1-1-COLL,83295,ZONES,1,2025-10-25 02:24:18,,,2025-10-28 14:25:45
Deployment,163,Collective,93905-1-COLL,COMPLETE,Standard,10/24/2025,10/24/2025,FGQRLFPK6T,Missing Charger,United States,394628642508,93905-1-1-COLL,83222,ZONES,1,2025-10-25 02:24:18,,,2025-10-26 11:24:57
Deployment,163,Collective,93898-1-COLL,COMPLETE,Standard,10/24/2025,10/24/2025,DX326RJ7C9,,United States,394628533095,93898-1-1-COLL,83491,ZONES,1,2025-10-25 02:24:16,,,2025-10-30 13:26:34
Deployment,163,Clarvos,93876-1-CLAR,COMPLETE,Overnight,10/24/2025,10/24/2025,12HLHW3,,United States,394628812198,93876-1-1-CLAR,59728,ZONES,1,2025-10-25 02:24:15,,,2025-10-27 14:25:25
Deployment,163,Enterprise DB,93874-1-ENTE,COMPLETE,Overnight,10/24/2025,10/24/2025,JD4FRJG473,,United States,394628855113,93874-1-1-ENTE,83158,ZONES,1,2025-10-25 02:23:16,,,2025-10-27 11:24:09
Deployment,163,Alpaca,93814-1-ALPA,COMPLETE,Standard,10/24/2025,10/24/2025,L9252G4GVF,,United States,394627990258,93814-1-1-ALPA,191869,ZONES,1,2025-10-25 02:22:14,,,2025-10-28 10:23:50
Deployment,163,MANTL,93778-1-MANT,COMPLETE,2 Day,10/23/2025,10/23/2025,CLQYDJYF22,,United States,394627447769,93778-1-1-MANT,45533,ZONES,1,2025-10-24 21:43:17,,,2025-10-27 13:44:31
Deployment,163,DTEX Systems,93314-1-DTEX,COMPLETE,2 Day,10/21/2025,10/23/2025,DMQJY6R2TK,,United States,394588555048,93314-1-1-DTEX,49623,ZONES,1,2025-10-24 13:39:25,,,2025-10-27 13:40:29
Deployment,163,Render,93682-1-REND,COMPLETE,Overnight,10/23/2025,10/23/2025,CMH4P7G9DN,,United States,394585831635,93682-1-1-REND,251702,ZONES,1,2025-10-24 10:39:19,,,2025-10-24 12:39:26
Deployment,163,FairPlay Sports Media,93517-1-ODDS,COMPLETE,Standard,10/22/2025,10/22/2025,RY74YDJY76,,United States,394549075152,93517-1-1-ODDS,5223,ZONES,1,2025-10-23 15:43:18,,,2025-10-28 16:45:24
Deployment,163,"Eden Health International, Inc.",93503-1-EDEN,COMPLETE,Overnight,10/22/2025,10/22/2025,F49395P93T,,United States,394548680541,93503-1-1-EDEN,71661,ZONES,1,2025-10-23 15:43:18,,,2025-10-24 16:44:11
Deployment,163,Upwind Security,93358-1-UPWI,COMPLETE,Standard,10/22/2025,10/22/2025,PF5802LM,Missing Charger,United States,394548964716,93358-1-1-UPWI,75691,ZONES,1,2025-10-23 15:43:17,,,2025-10-25 11:44:12
Deployment,163,ShiftIT Corp.,93262-1-SHIF,COMPLETE,Standard,10/21/2025,10/21/2025,0F3DJQV24463HH,,Canada,445943505032,93262-1-1-SHIF,93547,ZONES,1,2025-10-22 00:49:15,,,2025-10-22 18:49:40
Deployment,163,Revenue.io,93249-1-REVE,EXCEPTION,2 Day,10/21/2025,10/21/2025,BZVK5M3,Missing Charger,United States,394548749630,93249-1-1-REVE,65078,ZONES,1,2025-10-23 15:41:16,,,
Deployment,163,QuestionPro,93197-1-QUES,COMPLETE,2 Day,10/21/2025,10/21/2025,HXWMY64,,United States,394504988840,93197-1-1-QUES,54302,ZONES,1,2025-10-21 21:26:17,,,2025-10-23 11:26:58
Deployment,163,CLabs,92846-1-CLAB,COMPLETE,Overnight,10/17/2025,10/21/2025,N9DT7YQJJQ,,United States,394500713678,92846-1-1-CLAB,67036,ZONES,1,2025-10-21 20:55:19,,,2025-10-22 13:55:37
Deployment,163,BigCommerce,93023-1-BIGC,COMPLETE,2 Day,10/20/2025,10/20/2025,HCQ48G3,,United States,394457783100,93023-1-1-BIGC,48209,ZONES,1,2025-10-21 00:45:16,,,2025-10-22 16:46:27
Deployment,163,Gradle,93064-1-GRAD,COMPLETE,Standard,10/20/2025,10/20/2025,C3FQL729XL,,United States,394451203660,93064-1-1-GRAD,39133,ZONES,1,2025-10-21 00:46:14,,,2025-10-23 21:47:52
Deployment,163,Valiantys,92803-1-VALI,COMPLETE,Standard,10/17/2025,10/20/2025,M69KP6V616,,United States,394457712965,92803-1-1-VALI,250197,ZONES,1,2025-10-21 00:47:15,,,2025-10-22 12:48:11
Deployment,163,STEM From Dance,93003-1-STEM,COMPLETE,Overnight,10/20/2025,10/20/2025,DC4PDQLJ14,Missing Charger,United States,394504269639,93003-1-1-STEM,61838,ZONES,1,2025-10-21 21:05:20,,,2025-10-22 14:05:44
Deployment,163,DTEX Systems,92941-1-DTEX,CANCELED,Standard,10/20/2025,10/20/2025,4R7ZVW3,,United States,394457629339,92941-1-1-DTEX,37928,ZONES,1,2025-10-21 00:48:16,,,2025-10-29 12:52:06
Deployment,163,Postscript,92844-1-POST,COMPLETE,Overnight,10/17/2025,10/19/2025,FQFLXX7J06,,Canada,445943504850,92844-1-1-POST,100943,ZONES,1,2025-10-21 00:49:16,,,2025-10-21 16:50:24
Deployment,163,Pomelo Care,92870-1-POME,COMPLETE,2 Day,10/17/2025,10/17/2025,J197KVWPWP,,United States,394386772060,92870-1-1-POME,39836,ZONES,1,2025-10-18 07:50:16,,,2025-10-20 12:51:04
Deployment,163,Franki,92829-1-FRAN,COMPLETE,2 Day,10/17/2025,10/17/2025,L124CGJ071,,United States,394386622810,92829-1-1-FRAN,99056,ZONES,1,2025-10-18 07:50:16,,,2025-10-20 16:51:32
Deployment,163,MANTL,92782-1-MANT,COMPLETE,2 Day,10/17/2025,10/17/2025,C7CNPC614H,,United States,394387018780,92782-1-1-MANT,41200,ZONES,1,2025-10-18 07:49:14,,,2025-10-21 09:50:27
Deployment,163,MANTL,92780-1-MANT,COMPLETE,2 Day,10/17/2025,10/17/2025,K2T2XN92R0,,United States,394386906557,92780-1-1-MANT,50564,ZONES,1,2025-10-18 07:48:14,,,2025-10-21 15:49:52
Deployment,163,MANTL,92778-1-MANT,COMPLETE,2 Day,10/17/2025,10/17/2025,K4L69QQJ71,,United States,394386968842,92778-1-1-MANT,50563,ZONES,1,2025-10-18 07:47:16,,,2025-10-20 17:48:09
Deployment,163,GlossGenius,92748-1-GLOS,COMPLETE,2 Day,10/17/2025,10/17/2025,K767G9LQFR,,United States,394386559950,92748-1-1-GLOS,95990,ZONES,1,2025-10-18 07:46:14,,,2025-10-21 14:47:39
Deployment,163,Bikham Information Technology,92699-1-BIKH,COMPLETE,Standard,10/16/2025,10/16/2025,5CD134JPQG,,United States,394386485554,92699-1-1-BIKH,8078,ZONES,1,2025-10-18 07:45:15,,,2025-10-20 16:46:24
Deployment,163,Trusted Inc.,92574-1-TRUS,COMPLETE,Overnight,10/16/2025,10/16/2025,C02GW4N9Q05F,Missing Charger,United States,394386689419,92574-1-1-TRUS,42770,ZONES,1,2025-10-18 07:43:15,,,2025-10-20 15:44:14
Deployment,163,Justworks,92057-1-JUST,COMPLETE,Overnight,10/13/2025,10/14/2025,JVM34FC9Q6,,Canada,445943504702,92057-1-1-JUST,97443,ZONES,1,2025-10-16 08:33:18,,,2025-10-16 15:33:35
Deployment,163,Ironclad,94619-1-IRON,PENDING_RECIPIENT_INFORMATION,Standard,10/28/2025,,PQWK2RDXDR,Missing Charger,,,94619-1-1-IRON,110529,ZONES,1,,,,
Deployment,163,Simulations Plus,96300-1-SIMU,PENDING_RECIPIENT_INFORMATION,Standard,11/05/2025,,J6VJ5Y3,Missing Charger,,,96300-1-1-SIMU,53458,ZONES,1,,,,
Deployment,163,Ironclad,94625-1-IRON,PENDING_RECIPIENT_INFORMATION,Standard,10/28/2025,,VT3J7QD9GJ,,,,94625-1-1-IRON,13219,ZONES,1,,,,
Deployment,163,Ironclad,94618-1-IRON,PENDING_RECIPIENT_INFORMATION,Standard,10/28/2025,,X7F2Q37KQR,,,,94618-1-1-IRON,55451,ZONES,1,,,,
Deployment,163,Ironclad,94613-1-IRON,PENDING_RECIPIENT_INFORMATION,Standard,10/28/2025,,YG43HX2GX9,,,,94613-1-1-IRON,58405,ZONES,1,,,,
Deployment,163,Mediasmith,96688-1-MEDI,PENDING_RECIPIENT_INFORMATION,Standard,11/07/2025,,FVFDX3KVQ6LR,,,,96688-1-1-MEDI,29538,ZONES,1,,,,
Deployment,163,Posh,94968-1-POSH,CANCELED,Standard,10/30/2025,,LPQL71XG60,,,,94968-1-1-POSH,27389,ZONES,1,,,,
Drop Retrieval,79,Loanpro,96240-1-LOAN,IN_FULFILLMENT,Standard,11/05/2025,11/09/2025,VGD17305V6,,United States,,96240-1-1-LOAN,263508,ZONES,1,,,,
Drop Retrieval,79,PrizePicks,96555-1-PRIZ,IN_FULFILLMENT,Standard,11/07/2025,11/09/2025,F2HMXGK6H2,,United States,,96555-1-1-PRIZ,94675,ZONES,1,,,,
Drop Retrieval,79,Patreon,96718-1-PATR,IN_FULFILLMENT,Standard,11/08/2025,11/08/2025,R90ZMQQD,,United States,,96718-1-1-PATR,264723,ZONES,1,,,,
Drop Retrieval,79,Boulevard,96683-1-BOUL,IN_FULFILLMENT,Standard,11/07/2025,11/08/2025,,,United States,,96683-1-1-BOUL,264688,ZONES,1,,,,
Drop Retrieval,79,Ever.Ag,96707-1-EVER,IN_FULFILLMENT,Standard,11/07/2025,11/08/2025,B1DBQ04,,United States,,96707-1-1-EVER,109045,ZONES,1,,,,
Drop Retrieval,79,Housing Connector,96720-1-HOUS,IN_FULFILLMENT,Standard,11/08/2025,11/08/2025,na,,United States,,96720-1-1-HOUS,264725,ZONES,1,,,,
Drop Retrieval,79,Octave,96716-1-OCTA,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96716-1-1-OCTA,264716,ZONES,1,,,,
Drop Retrieval,79,Delta Defense,96699-1-DELT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96699-1-1-DELT,264704,ZONES,1,,,,
Drop Retrieval,79,PrescientAI,96714-1-PRES,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96714-1-1-PRES,264715,ZONES,1,,,,
Drop Retrieval,79,PrizePicks,96708-1-PRIZ,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,3Z2H864,,United States,,96708-1-1-PRIZ,264712,ZONES,1,,,,
Drop Retrieval,79,PlugPV,96687-1-PLUG,IN_FULFILLMENT,2 Day,11/07/2025,11/07/2025,71VL214,,United States,,96687-1-1-PLUG,264691,ZONES,1,,,,
Drop Retrieval,79,Vimeo,95507-1-VIME,IN_FULFILLMENT,Standard,11/03/2025,11/07/2025,C21VQ0TQPG,,United States,,95507-1-1-VIME,109595,ZONES,1,,,,
Drop Retrieval,79,Mechanical Orchard,96672-1-MECH,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,FT20J24HY9,,United States,,96672-1-1-MECH,260274,ZONES,1,,,,
Drop Retrieval,79,"GeneMetrics, Inc",96652-1-GENE,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96652-1-1-GENE,264118,ZONES,1,,,,
Drop Retrieval,79,Sharp Hue,96637-1-SHAR,IN_FULFILLMENT,2 Day,11/07/2025,11/07/2025,0F388XD24363MR,,United States,,96637-1-1-SHAR,264108,ZONES,1,,,,
Drop Retrieval,79,North American Dental Group,96636-1-NORT,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96636-1-1-NORT,264107,ZONES,1,,,,
Drop Retrieval,79,Renovo Financial,96634-1-RENO,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96634-1-1-RENO,264106,ZONES,1,,,,
Drop Retrieval,79,grOH Playrooms,96630-1-GROH,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96630-1-3-GROH,,ZONES,2,,,,
Drop Retrieval,79,PrizePicks,96579-1-PRIZ,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,H53Q964246,,United States,,96579-1-1-PRIZ,95038,ZONES,1,,,,
Drop Retrieval,79,Sterling Engineering Co Inc,96577-1-STER,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,,,United States,,96577-1-1-STER,263909,ZONES,1,,,,
Drop Retrieval,79,BOLD,96541-1-BOLD,IN_FULFILLMENT,Standard,11/07/2025,11/07/2025,FWVQYHWWQG,,United States,,96541-1-1-BOLD,263879,ZONES,1,,,,
Drop Retrieval,79,Amperon,95964-1-AMPE,IN_FULFILLMENT,Standard,11/04/2025,11/06/2025,,,United States,,95964-1-1-AMPE,263336,ZONES,1,,,,
Drop Retrieval,79,Ascendion,96495-1-ASCE,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96495-1-1-ASCE,263853,ZONES,1,,,,
Drop Retrieval,79,AuditBoard,96490-1-AUDI,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96490-1-3-AUDI,,ZONES,2,,,,
Drop Retrieval,79,Skimmer,96504-1-SKIM,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96504-1-1-SKIM,263858,ZONES,1,,,,
Drop Retrieval,79,Marketing Architects,96501-1-MARK,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96501-1-1-MARK,263854,ZONES,1,,,,
Drop Retrieval,79,Hawk Ridge Systems,96468-1-HAWK,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,PF41NBDB,,United States,,96468-1-1-HAWK,263843,ZONES,1,,,,
Drop Retrieval,79,Dandelion Energy,96469-1-DAND,IN_FULFILLMENT,2 Day,11/06/2025,11/06/2025,,,United States,,96469-1-1-DAND,263844,ZONES,1,,,,
Drop Retrieval,79,Biozen,96449-1-BIOZ,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96449-1-1-BIOZ,263828,ZONES,1,,,,
Drop Retrieval,79,Ansley Park Capital,96444-1-ANSL,IN_FULFILLMENT,Standard,11/06/2025,11/06/2025,,,United States,,96444-1-1-ANSL,263827,ZONES,1,,,,
Drop Retrieval,79,Interstates,95893-1-INTE,SHIPPED,Standard,11/04/2025,11/04/2025,,,United States,8857 5825 5946,95893-1-1-INTE,263255,ZONES,1,2025-11-06 11:01:17,,,
Drop Retrieval,79,North American Dental Group,95959-1-NORT,PENDING_RETURN,Standard,11/04/2025,11/04/2025,,,United States,8857 5836 6935,95959-1-1-NORT,263334,ZONES,1,2025-11-06 11:06:21,,2025-11-07 12:20:12,
Drop Retrieval,79,Nuvei,95953-1-NUVE,PENDING_RETURN,Standard,11/04/2025,11/04/2025,NA,,United States,8857 5882 1256,95953-1-1-NUVE,263326,ZONES,1,2025-11-06 12:20:17,,2025-11-07 16:24:14,
Drop Retrieval,79,Boutique Recruiting,95747-1-BOUT,IN_RETURN,Standard,11/03/2025,11/04/2025,,,United States,885758487042,95747-1-1-BOUT,262853,ZONES,1,2025-11-06 11:08:09,2025-11-07 17:43:48,2025-11-07 13:22:24,
Drop Retrieval,79,Monique Burr Foundation for Children,95930-1-MONI,PENDING_RETURN,Standard,11/04/2025,11/04/2025,4QB3HS3,,United States,885756912799,95930-1-1-MONI,263297,ZONES,1,2025-11-06 11:08:36,,2025-11-07 13:22:56,
Drop Retrieval,79,Tekstream,95931-1-TEKS,IN_FULFILLMENT,Standard,11/04/2025,11/04/2025,PF5JLA4Q,,United States,8857 5630 2004,95931-1-1-TEKS,263301,ZONES,1,,,,
Drop Retrieval,79,Stack Sports,95596-1-STAC,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 2162 2330,95596-1-3-STAC,,ZONES,2,2025-11-05 02:57:21,,2025-11-07 17:05:19,
Drop Retrieval,79,Stack Sports,95585-1-STAC,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 2100 5743,95585-1-3-STAC,,ZONES,2,2025-11-05 03:05:24,,2025-11-07 14:20:57,
Drop Retrieval,79,PrizePicks,95584-1-PRIZ,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 2367 9365,95584-1-1-PRIZ,262676,ZONES,1,2025-11-05 03:13:28,,2025-11-09 13:21:35,
Drop Retrieval,79,Stack Sports,95579-1-STAC,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 2024 1199,95579-1-1-STAC,262675,ZONES,1,2025-11-04 21:06:19,,2025-11-06 14:08:00,
Drop Retrieval,79,Stack Sports,95549-1-STAC,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 1995 9200,95549-1-1-STAC,262670,ZONES,1,2025-11-05 03:04:18,,2025-11-07 13:09:44,
Drop Retrieval,79,Stack Sports,95544-1-STAC,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,8857 1979 1193,95544-1-1-STAC,262668,ZONES,1,2025-11-05 03:07:26,,2025-11-06 11:09:14,
Drop Retrieval,79,Ascendion,95519-1-ASCE,IN_RETURN,Standard,11/03/2025,11/03/2025,,,United States,885714887412,95519-1-1-ASCE,262431,ZONES,1,2025-11-05 03:14:29,2025-11-07 15:18:23,2025-11-06 16:17:23,
Drop Retrieval,79,Stack Sports,95538-1-STAC,IN_RETURN,Standard,11/03/2025,11/03/2025,,,United States,885713931416,95538-1-1-STAC,262532,ZONES,1,2025-11-05 03:14:33,2025-11-07 18:18:58,2025-11-06 14:17:03,
Drop Retrieval,79,Atticus,95533-1-ATTI,SHIPPED,Standard,11/03/2025,11/03/2025,,,United States,8857 1452 6320,95533-1-1-ATTI,262471,ZONES,1,2025-11-05 03:10:23,,,
Drop Retrieval,79,Marketing Architects,95531-1-MARK,SHIPPED,Standard,11/03/2025,11/03/2025,,,United States,8857 1421 4101,95531-1-1-MARK,262436,ZONES,1,2025-11-05 03:04:21,,,
Drop Retrieval,79,Ascendion,95521-1-ASCE,SHIPPED,Standard,11/03/2025,11/03/2025,,,United States,8857 1397 8149,95521-1-1-ASCE,262432,ZONES,1,2025-11-05 03:08:19,,,
Drop Retrieval,79,Ascendion,95517-1-ASCE,PENDING_RETURN,Standard,11/03/2025,11/03/2025,,,United States,885711004665,95517-1-1-ASCE,262430,ZONES,1,2025-11-03 23:22:24,,2025-11-04 13:28:02,
Drop Retrieval,79,Aclaimant,95486-1-ACLA,PENDING_RETURN,Standard,11/02/2025,11/03/2025,,,United States,8857 1362 0318,95486-1-1-ACLA,262373,ZONES,1,2025-11-04 21:09:18,,2025-11-06 16:10:55,
Drop Retrieval,79,Vimeo,95506-1-VIME,PENDING_RETURN,Standard,11/03/2025,11/03/2025,C02FW1W0Q05Q,,United States,8857 1268 2560,95506-1-1-VIME,53591,ZONES,1,2025-11-04 21:13:15,,2025-11-09 13:20:02,
Drop Retrieval,79,Aledade,94958-1-ALED,PENDING_RETURN,Standard,10/30/2025,10/31/2025,C02G649SML85,,United States,8856 6137 1331,94958-1-1-ALED,65588,ZONES,1,2025-11-03 20:25:16,,2025-11-07 15:38:48,
Drop Retrieval,79,Dagster Labs,94717-1-DAGS,PENDING_RETURN,Standard,10/29/2025,10/31/2025,Q3403Y99RF,,United States,8856 6039 4634,94717-1-1-DAGS,261344,ZONES,1,2025-11-03 20:21:16,,2025-11-05 13:22:56,
Drop Retrieval,79,Feedonomics,95254-1-FEED,PENDING_RETURN,Standard,10/31/2025,10/31/2025,FW4NKPJ21N,,United States,8856 6016 5985,95254-1-1-FEED,261913,ZONES,1,2025-11-03 20:19:13,,2025-11-05 13:20:20,
Drop Retrieval,79,Root Functional Medicine,95262-1-ROOT,IN_RETURN,Standard,10/31/2025,10/31/2025,,,United States,885658768899,95262-1-1-ROOT,261916,ZONES,1,2025-11-03 20:22:15,2025-11-07 17:26:47,2025-11-05 13:23:25,
Drop Retrieval,79,ActivTrak,93708-1-ACTI,IN_FULFILLMENT,Standard,10/23/2025,10/30/2025,PF5C36KP,,United States,,93708-1-1-ACTI,260519,ZONES,1,,,,
Drop Retrieval,79,EnergyCAP,94795-1-ENER,PENDING_RETURN,Standard,10/29/2025,10/30/2025,,,United States,885654724081,94795-1-1-ENER,261371,ZONES,1,2025-11-04 11:41:08,,2025-11-07 15:39:31,
Drop Retrieval,79,Shoott,95040-1-SHOO,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 3288 6033,95040-1-1-SHOO,261816,ZONES,1,2025-10-31 19:02:17,,2025-11-04 16:06:12,
Drop Retrieval,79,Axia Women's Health,90980-1-AXIA,PENDING_RETURN,Standard,10/06/2025,10/30/2025,PF3WFBLD,,United States,8856 3173 4438,90980-1-1-AXIA,256876,ZONES,1,2025-10-31 19:10:17,,2025-11-01 11:10:32,
Drop Retrieval,79,Daic Law,95034-1-DAIC,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 3118 8795,95034-1-1-DAIC,261800,ZONES,1,2025-10-31 18:57:15,,2025-11-04 15:59:43,
Drop Retrieval,79,"Tumbler Holdings, Inc.",95031-1-TUMB,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 3090 7466,95031-1-1-TUMB,261799,ZONES,1,2025-10-31 19:10:21,,2025-11-06 15:16:06,
Drop Retrieval,79,Clover PR,95027-1-CLOV,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 3052 8669,95027-1-1-CLOV,261797,ZONES,1,2025-10-31 19:11:15,,2025-11-04 13:15:34,
Drop Retrieval,79,Skimmer,95019-1-SKIM,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 2948 7260,95019-1-1-SKIM,261796,ZONES,1,2025-10-31 19:15:17,,2025-11-03 13:16:50,
Drop Retrieval,79,EnergyCAP,95012-1-ENER,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 3141 4254,95012-1-1-ENER,261792,ZONES,1,2025-11-03 20:19:18,,2025-11-06 15:21:15,
Drop Retrieval,79,Aledade,94955-1-ALED,COMPLETE,Standard,10/30/2025,10/30/2025,,,United States,885623482363,94955-1-1-ALED,261770,ZONES,1,2025-10-31 18:59:15,2025-11-04 15:00:51,2025-11-03 10:00:20,2025-11-05 18:01:51
Drop Retrieval,79,apis Services,94964-1-APIS,PENDING_RETURN,Standard,10/30/2025,10/30/2025,,,United States,8856 2315 3829,94964-1-1-APIS,261780,ZONES,1,2025-10-31 18:55:18,,2025-11-03 15:56:29,
Drop Retrieval,79,mindbodygreen,94186-1-MIND,PENDING_RETURN,Standard,10/27/2025,10/29/2025,,,United States,885600414667,94186-1-1-MIND,260882,ZONES,1,2025-10-30 23:30:22,,2025-11-04 10:33:25,
Drop Retrieval,79,Lightspeed Systems,94228-1-LIGH,IN_RETURN,Standard,10/27/2025,10/29/2025,,,United States,885600289155,94228-1-1-LIGH,260888,ZONES,1,2025-10-30 19:32:18,2025-11-05 21:25:42,2025-11-02 10:33:22,
Drop Retrieval,79,Aledade,94777-1-ALED,COMPLETE,Standard,10/29/2025,10/29/2025,,,United States,885600079836,94777-1-1-ALED,261361,ZONES,1,2025-10-30 19:32:17,2025-11-03 15:25:34,2025-10-31 11:32:41,2025-11-05 18:30:47
Drop Retrieval,79,Aledade,94775-1-ALED,PENDING_RETURN,Standard,10/29/2025,10/29/2025,,,United States,885599978274,94775-1-1-ALED,261360,ZONES,1,2025-10-30 19:32:20,,2025-11-01 13:33:10,
Drop Retrieval,79,Aledade,94774-1-ALED,IN_RETURN,Standard,10/29/2025,10/29/2025,KGDYCY9XQT,,United States,885599796326,94774-1-1-ALED,252663,ZONES,1,2025-10-30 19:32:20,2025-11-07 12:26:41,2025-11-01 12:33:04,
Drop Retrieval,79,Aledade,94773-1-ALED,COMPLETE,Standard,10/29/2025,10/29/2025,,,United States,885599716031,94773-1-1-ALED,261358,ZONES,1,2025-10-30 19:32:19,2025-11-04 18:28:11,2025-11-03 13:34:36,2025-11-06 18:29:19
Drop Retrieval,79,Aledade,94772-1-ALED,IN_RETURN,Standard,10/29/2025,10/29/2025,F4KTW3K2LV,,United States,885599575594,94772-1-1-ALED,74836,ZONES,1,2025-10-30 19:33:20,2025-11-06 13:55:54,2025-11-01 17:34:13,
Drop Retrieval,79,Vimeo,94730-1-VIME,PENDING_RETURN,Standard,10/29/2025,10/29/2025,QKJ39PDHCD,,United States,8856 0109 0550,94730-1-1-VIME,64349,ZONES,1,2025-10-30 19:33:19,,2025-11-01 13:34:05,
Drop Retrieval,79,Vimeo,94724-1-VIME,PENDING_RETURN,Standard,10/29/2025,10/29/2025,FP4X0VYQ5N,,United States,8856 0122 8263,94724-1-1-VIME,109680,ZONES,1,2025-10-30 19:34:19,,2025-11-02 11:35:20,
Drop Retrieval,79,Krazy Coupon Lady,94711-1-KRAZ,PENDING_RETURN,2 Day,10/29/2025,10/29/2025,PF44XF5N,,United States,8856 0130 3332,94711-1-1-KRAZ,49350,ZONES,1,2025-10-30 19:35:19,,2025-11-03 16:36:42,
Drop Retrieval,79,apis Services,93989-1-APIS,PENDING_RETURN,Standard,10/24/2025,10/29/2025,,,United States,8856 0140 4802,93989-1-1-APIS,260678,ZONES,1,2025-10-30 19:35:18,,2025-11-02 15:36:17,
Drop Retrieval,79,apis Services,94559-1-APIS,PENDING_RETURN,Standard,10/28/2025,10/28/2025,,,United States,8856 0148 6743,94559-1-1-APIS,261190,ZONES,1,2025-10-30 19:35:19,,2025-11-01 12:36:11,
Drop Retrieval,79,apis Services,94026-1-APIS,PENDING_RETURN,Standard,10/24/2025,10/28/2025,,,United States,885567697541,94026-1-1-APIS,260725,ZONES,1,2025-10-30 19:36:18,,2025-11-03 17:38:05,
Drop Retrieval,79,PrescientAI,94606-1-PRES,PENDING_RETURN,Standard,10/28/2025,10/28/2025,,,United States,885567630162,94606-1-1-PRES,261207,ZONES,1,2025-10-30 19:36:18,,2025-11-05 15:40:39,
Process,4,Seldon,96179-1-SELD,PROCESSING_DEVICE,,11/05/2025,,5CD0448XPW,,,,96179-1-1-SELD,24546,ZONES,1,,,,
Process,4,PayNearMe,96205-1-PAYN,PROCESSING_DEVICE,,11/05/2025,,KLW1HQRTFH,,,,96205-1-1-PAYN,105875,ZONES,1,,,,
Process,4,Lumivero,96264-1-LUMI,PROCESSING_DEVICE,,11/05/2025,,WQ0HYX02VN,,,,96264-1-1-LUMI,83187,ZONES,1,,,,
Process,4,Mesh Connect inc.,96372-1-MESH,PROCESSING_DEVICE,,11/06/2025,,VFTJX675M6,,,,96372-1-1-MESH,107497,ZONES,1,,,,
Procurement to Recipient,41,Aledade,95623-1-ALED,IN_FULFILLMENT,Standard,11/03/2025,11/07/2025,H4W5XQXQ0J,,United States,,95623-1-3-ALED,,ZONES,2,,,,
Procurement to Recipient,41,Aledade,95636-1-ALED,EXCEPTION,Standard,11/03/2025,11/06/2025,H62N9J7P0K,,United States,,95636-1-3-ALED,,ZONES,2,,,,
